Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Marcus Thornton,193.0,92.0,Louisiana State University,1987.0,737.0,16645.0,3082.0,7336.0,1115.0,1355.0,1077.0,3020.0,2005.0,4316.0,586.0,1454.0,2040.0,1010.0,601.0,92.0,729.0,1087.0,8356.0
Marcus Vinicius,206.0,97.0,,1986.0,26.0,172.0,16.0,35.0,10.0,18.0,8.0,19.0,8.0,16.0,3.0,16.0,19.0,7.0,3.0,2.0,9.0,14.0,50.0
Marcus Webb,206.0,115.0,University of Alabama,1970.0,9.0,51.0,13.0,25.0,13.0,21.0,0.0,1.0,13.0,24.0,5.0,5.0,10.0,2.0,1.0,2.0,5.0,11.0,39.0
Marcus Williams,185.0,89.0,University of Alabama,1982.0,227.0,3170.0,439.0,1149.0,148.0,193.0,126.0,392.0,313.0,757.0,64.0,321.0,385.0,580.0,89.0,9.0,295.0,204.0,1152.0
Mardy Collins,198.0,99.0,Temple University,1984.0,237.0,3661.0,401.0,1025.0,140.0,233.0,51.0,158.0,350.0,867.0,122.0,321.0,443.0,438.0,141.0,32.0,261.0,336.0,993.0
Mario Bennett,198.0,106.0,Arizona State University,1973.0,68.0,606.0,111.0,208.0,46.0,90.0,1.0,3.0,110.0,205.0,84.0,98.0,182.0,24.0,31.0,22.0,33.0,112.0,269.0
Mario Chalmers,188.0,86.0,University of Kansas,1986.0,641.0,17197.0,1950.0,4642.0,1216.0,1531.0,748.0,2111.0,1202.0,2531.0,222.0,1363.0,1585.0,2445.0,959.0,102.0,1195.0,1758.0,5864.0
Mario Elie,196.0,95.0,American International College,1963.0,765.0,19298.0,2202.0,4651.0,1520.0,1781.0,578.0,1582.0,1624.0,3069.0,566.0,1561.0,2127.0,1920.0,690.0,139.0,990.0,1523.0,6502.0
Mario Hezonja,203.0,97.0,,1995.0,144.0,2373.0,298.0,748.0,89.0,104.0,110.0,336.0,188.0,412.0,48.0,274.0,322.0,171.0,69.0,31.0,155.0,198.0,795.0
Mario Kasun,216.0,117.0,,1980.0,73.0,569.0,78.0,167.0,42.0,66.0,0.0,1.0,78.0,166.0,76.0,112.0,188.0,11.0,10.0,16.0,41.0,155.0,198.0
Mario West,208.0,104.0,Old Dominion University,1960.0,162.0,796.0,56.0,125.0,40.0,71.0,2.0,10.0,54.0,115.0,60.0,82.0,142.0,51.0,45.0,8.0,31.0,134.0,154.0
Mark Acres,211.0,99.0,Oral Roberts University,1962.0,393.0,6251.0,540.0,1065.0,319.0,479.0,8.0,15.0,532.0,1050.0,607.0,985.0,1592.0,185.0,140.0,110.0,248.0,966.0,1407.0
Mark Aguirre,198.0,105.0,DePaul University,1959.0,792.0,23175.0,5714.0,11961.0,2890.0,3880.0,387.0,1229.0,5327.0,10732.0,1409.0,2329.0,3738.0,2295.0,535.0,262.0,1833.0,2183.0,14705.0
Mark Alarie,203.0,98.0,Duke University,1963.0,325.0,5500.0,1037.0,2184.0,324.0,418.0,34.0,135.0,1003.0,2049.0,438.0,682.0,1120.0,363.0,132.0,109.0,309.0,712.0,2432.0
Mark Blount,213.0,104.0,University of Pittsburgh,1975.0,767.0,17624.0,2543.0,5092.0,1133.0,1556.0,37.0,103.0,2506.0,4989.0,1102.0,2355.0,3457.0,668.0,409.0,652.0,1230.0,1995.0,6256.0
Mark Bradtke,208.0,120.0,,1968.0,36.0,251.0,25.0,58.0,9.0,13.0,0.0,0.0,25.0,58.0,26.0,42.0,68.0,7.0,5.0,5.0,9.0,34.0,59.0
Mark Bryant,206.0,111.0,Seton Hall University,1965.0,813.0,13579.0,1744.0,3500.0,837.0,1200.0,1.0,12.0,1743.0,3488.0,1128.0,1884.0,3012.0,495.0,331.0,196.0,668.0,2036.0,4326.0
Mark Davis,198.0,88.0,Old Dominion University,1963.0,296.0,4197.0,571.0,1275.0,343.0,506.0,30.0,134.0,541.0,1141.0,323.0,448.0,771.0,322.0,226.0,85.0,348.0,559.0,1515.0
Mark Eaton,224.0,124.0,"University of California, Los Angeles",1957.0,712.0,21502.0,1732.0,3757.0,940.0,1440.0,0.0,0.0,1732.0,3757.0,1623.0,4259.0,5882.0,615.0,319.0,2438.0,1055.0,2395.0,4404.0
Mark Hendrickson,206.0,99.0,Washington State University,1974.0,129.0,1579.0,139.0,330.0,113.0,141.0,3.0,18.0,136.0,312.0,101.0,228.0,329.0,69.0,52.0,16.0,66.0,147.0,394.0
Mark Jackson,185.0,81.0,St. John's University,1965.0,1461.0,44763.0,5326.0,11993.0,2410.0,3124.0,870.0,2598.0,4456.0,9395.0,1435.0,4228.0,5663.0,11930.0,1789.0,136.0,3604.0,2530.0,13932.0
Mark Jones,206.0,102.0,Albany State University,1953.0,10.0,116.0,9.0,31.0,5.0,10.0,0.0,4.0,9.0,27.0,6.0,7.0,13.0,6.0,5.0,2.0,3.0,16.0,23.0
Mark Macon,196.0,83.0,Temple University,1969.0,293.0,5514.0,763.0,1990.0,286.0,392.0,36.0,136.0,727.0,1854.0,191.0,317.0,508.0,479.0,388.0,21.0,363.0,660.0,1848.0
Mark Madsen,206.0,108.0,Stanford University,1976.0,453.0,5335.0,381.0,834.0,212.0,402.0,1.0,16.0,380.0,818.0,559.0,598.0,1157.0,181.0,116.0,102.0,206.0,866.0,975.0
Mark McNamara,211.0,106.0,University of California,1959.0,217.0,1761.0,216.0,466.0,194.0,327.0,0.0,0.0,216.0,466.0,205.0,303.0,508.0,45.0,25.0,32.0,117.0,221.0,626.0
Mark Olberding,203.0,102.0,University of Minnesota,1956.0,238.0,5436.0,559.0,1096.0,571.0,693.0,0.0,6.0,559.0,1090.0,302.0,819.0,1121.0,600.0,117.0,43.0,389.0,718.0,1689.0
Mark Pope,208.0,106.0,University of Kentucky,1972.0,153.0,1634.0,116.0,289.0,43.0,75.0,10.0,56.0,106.0,233.0,92.0,169.0,261.0,63.0,32.0,45.0,47.0,242.0,285.0
Mark Price,183.0,77.0,Georgia Institute of Technology,1964.0,722.0,21560.0,3939.0,8345.0,2135.0,2362.0,976.0,2428.0,2963.0,5917.0,409.0,1439.0,1848.0,4863.0,860.0,76.0,1790.0,964.0,10989.0
Mark Randall,203.0,106.0,University of Kansas,1967.0,218.0,1572.0,236.0,518.0,118.0,166.0,10.0,63.0,226.0,455.0,145.0,141.0,286.0,100.0,40.0,13.0,95.0,167.0,600.0
Mark Strickland,206.0,95.0,Temple University,1970.0,336.0,4134.0,642.0,1344.0,246.0,371.0,3.0,11.0,639.0,1333.0,322.0,610.0,932.0,126.0,95.0,132.0,197.0,393.0,1533.0
Mark Wade,180.0,72.0,"University of Nevada, Las Vegas",1965.0,12.0,126.0,3.0,20.0,2.0,4.0,0.0,2.0,3.0,18.0,3.0,12.0,15.0,36.0,7.0,1.0,13.0,13.0,8.0
Mark West,208.0,104.0,Old Dominion University,1960.0,1205.0,22997.0,2935.0,5081.0,1409.0,2467.0,0.0,6.0,2935.0,5075.0,2021.0,4054.0,6075.0,504.0,385.0,1584.0,1428.0,3543.0,7279.0
Markel Brown,190.0,83.0,Murray State University,1974.0,109.0,1763.0,203.0,532.0,118.0,151.0,55.0,185.0,148.0,347.0,39.0,190.0,229.0,130.0,69.0,27.0,81.0,151.0,579.0
Markieff Morris,188.0,88.0,Northwestern University,1925.0,512.0,13430.0,2379.0,5359.0,1001.0,1301.0,344.0,1051.0,2035.0,4308.0,702.0,2160.0,2862.0,883.0,485.0,306.0,890.0,1487.0,6103.0
Marko Jaric,201.0,89.0,,1978.0,447.0,11246.0,1190.0,2944.0,524.0,718.0,289.0,840.0,901.0,2104.0,274.0,926.0,1200.0,1600.0,583.0,128.0,708.0,967.0,3193.0
Marko Milic,198.0,106.0,,1977.0,44.0,216.0,47.0,84.0,11.0,17.0,3.0,7.0,44.0,77.0,13.0,17.0,30.0,14.0,13.0,1.0,27.0,24.0,108.0
Marlon Garnett,188.0,84.0,Santa Clara University,1975.0,24.0,205.0,15.0,51.0,15.0,20.0,6.0,23.0,9.0,28.0,3.0,18.0,21.0,18.0,5.0,1.0,12.0,18.0,51.0
Marlon Maxey,203.0,113.0,University of Texas at El Paso,1969.0,98.0,1146.0,182.0,336.0,115.0,168.0,0.0,3.0,182.0,333.0,141.0,222.0,363.0,22.0,27.0,51.0,78.0,188.0,479.0
Marques Bragg,203.0,104.0,Providence College,1970.0,53.0,369.0,54.0,120.0,23.0,41.0,0.0,0.0,54.0,120.0,38.0,41.0,79.0,8.0,17.0,8.0,26.0,71.0,131.0
Marques Johnson,201.0,98.0,"University of California, Los Angeles",1956.0,167.0,5454.0,1187.0,2482.0,532.0,711.0,6.0,37.0,1181.0,2445.0,361.0,533.0,894.0,568.0,191.0,86.0,386.0,443.0,2912.0
Marquese Chriss,208.0,105.0,University of Washington,1997.0,82.0,1743.0,284.0,632.0,113.0,181.0,72.0,224.0,212.0,408.0,96.0,252.0,348.0,60.0,67.0,70.0,108.0,263.0,753.0
Marquis Daniels,198.0,90.0,Auburn University,1981.0,548.0,11707.0,1772.0,3933.0,672.0,932.0,103.0,439.0,1669.0,3494.0,521.0,1031.0,1552.0,966.0,509.0,137.0,644.0,882.0,4319.0
Marquis Teague,188.0,85.0,University of Kentucky,1993.0,128.0,1278.0,119.0,351.0,61.0,86.0,14.0,59.0,105.0,292.0,5.0,119.0,124.0,179.0,29.0,17.0,113.0,139.0,313.0
Marreese Speights,208.0,115.0,University of Florida,1987.0,732.0,11265.0,2303.0,4985.0,1093.0,1372.0,149.0,428.0,2154.0,4557.0,1072.0,2056.0,3128.0,469.0,205.0,387.0,654.0,1633.0,5848.0
Marshall Plumlee,211.0,111.0,Duke University,1990.0,21.0,170.0,16.0,30.0,8.0,19.0,0.0,0.0,16.0,30.0,23.0,28.0,51.0,10.0,4.0,4.0,12.0,23.0,40.0
Martell Webster,216.0,102.0,Morgan State University,1952.0,580.0,13914.0,1696.0,4062.0,874.0,1105.0,790.0,2067.0,906.0,1995.0,352.0,1459.0,1811.0,588.0,299.0,160.0,536.0,1055.0,5056.0
Martin Lewis,196.0,95.0,Seward County Community College,1975.0,25.0,239.0,35.0,74.0,16.0,27.0,3.0,10.0,32.0,64.0,19.0,16.0,35.0,7.0,9.0,5.0,15.0,29.0,89.0
Martin Muursepp,206.0,106.0,,1974.0,125.0,1299.0,191.0,453.0,139.0,207.0,24.0,86.0,167.0,367.0,116.0,132.0,248.0,70.0,53.0,36.0,65.0,212.0,545.0
Martin Nessley,218.0,117.0,Duke University,1965.0,88.0,672.0,40.0,104.0,16.0,36.0,0.0,0.0,40.0,104.0,46.0,118.0,164.0,32.0,16.0,24.0,46.0,178.0,96.0
Marty Conlon,208.0,101.0,Providence College,1968.0,409.0,6895.0,1062.0,2107.0,548.0,740.0,15.0,77.0,1047.0,2030.0,551.0,898.0,1449.0,412.0,157.0,81.0,446.0,753.0,2687.0
Martynas Andriuskevicius,218.0,108.0,,1986.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,3.0,4.0,0.0,2.0,0.0,0.0,1.0,0.0
Marvin Webster,216.0,102.0,Morgan State University,1952.0,15.0,102.0,10.0,19.0,6.0,8.0,1.0,1.0,9.0,18.0,12.0,14.0,26.0,3.0,3.0,7.0,8.0,17.0,27.0
Marvin Williams,185.0,89.0,University of Alabama,1982.0,861.0,24891.0,3276.0,7390.0,1846.0,2288.0,724.0,2051.0,2552.0,5339.0,1096.0,3488.0,4584.0,1125.0,661.0,448.0,875.0,1780.0,9122.0
Mason Plumlee,211.0,111.0,Duke University,1990.0,396.0,9398.0,1414.0,2554.0,842.0,1447.0,0.0,22.0,1414.0,2532.0,815.0,1845.0,2660.0,928.0,320.0,387.0,607.0,1083.0,3670.0
Mateen Cleaves,188.0,92.0,Michigan State University,1977.0,167.0,1863.0,233.0,599.0,131.0,180.0,12.0,45.0,221.0,554.0,33.0,142.0,175.0,310.0,67.0,5.0,201.0,213.0,609.0
Matt Barnes,203.0,95.0,Providence College,1952.0,1059.0,24375.0,3043.0,7001.0,1133.0,1520.0,1072.0,3209.0,1971.0,3792.0,1184.0,3608.0,4792.0,1912.0,782.0,477.0,1309.0,2638.0,8291.0
Matt Bonner,208.0,106.0,University of Florida,1980.0,792.0,13356.0,1749.0,3768.0,337.0,432.0,797.0,1923.0,952.0,1845.0,622.0,1749.0,2371.0,552.0,285.0,213.0,299.0,1307.0,4632.0
Matt Bullard,208.0,97.0,University of Iowa,1967.0,615.0,8884.0,1215.0,2907.0,241.0,314.0,599.0,1561.0,616.0,1346.0,278.0,945.0,1223.0,535.0,186.0,119.0,319.0,775.0,3270.0
Matt Carroll,198.0,96.0,University of Notre Dame,1980.0,530.0,8276.0,1102.0,2683.0,634.0,755.0,358.0,952.0,744.0,1731.0,155.0,783.0,938.0,342.0,245.0,66.0,336.0,779.0,3196.0
Matt Fish,211.0,106.0,University of North Carolina at Wilmington,1969.0,74.0,654.0,93.0,181.0,45.0,75.0,0.0,1.0,93.0,180.0,54.0,82.0,136.0,33.0,22.0,21.0,38.0,112.0,231.0
Matt Freije,208.0,108.0,Vanderbilt University,1981.0,42.0,588.0,53.0,181.0,10.0,14.0,17.0,76.0,36.0,105.0,24.0,61.0,85.0,27.0,16.0,3.0,20.0,53.0,133.0
Matt Geiger,213.0,110.0,Georgia Institute of Technology,1969.0,552.0,12221.0,2039.0,4083.0,965.0,1325.0,16.0,69.0,2023.0,4014.0,1152.0,2006.0,3158.0,388.0,306.0,347.0,744.0,1629.0,5059.0
Matt Harpring,201.0,104.0,Georgia Institute of Technology,1976.0,665.0,17584.0,2900.0,6033.0,1687.0,2239.0,158.0,474.0,2742.0,5559.0,1281.0,2085.0,3366.0,907.0,497.0,112.0,1000.0,1748.0,7645.0
Matt Maloney,190.0,87.0,University of Pennsylvania,1971.0,295.0,7470.0,783.0,1920.0,212.0,266.0,399.0,1073.0,384.0,847.0,62.0,438.0,500.0,852.0,240.0,14.0,381.0,376.0,2177.0
Matt Othick,188.0,74.0,University of Arizona,1969.0,4.0,39.0,3.0,5.0,0.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,7.0,1.0,0.0,4.0,7.0,8.0
Matt Steigenga,201.0,102.0,Michigan State University,1970.0,2.0,12.0,1.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,3.0,3.0,2.0,1.0,1.0,2.0,1.0,3.0
Matt Walsh,198.0,92.0,University of Florida,1982.0,2.0,3.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
Matt Wenstrom,216.0,113.0,University of North Carolina,1970.0,11.0,37.0,6.0,10.0,6.0,10.0,0.0,0.0,6.0,10.0,6.0,6.0,12.0,0.0,0.0,2.0,4.0,7.0,18.0
Matthew Dellavedova,193.0,89.0,Saint Mary's College of California,1990.0,291.0,6504.0,648.0,1648.0,206.0,248.0,302.0,776.0,346.0,872.0,123.0,435.0,558.0,1085.0,154.0,16.0,370.0,604.0,1804.0
Maurice Ager,196.0,91.0,Michigan State University,1984.0,108.0,670.0,85.0,254.0,36.0,65.0,14.0,63.0,71.0,191.0,12.0,47.0,59.0,27.0,6.0,7.0,35.0,82.0,220.0
Maurice Baker,185.0,79.0,Oklahoma State University,1979.0,10.0,38.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,4.0,2.0,2.0,0.0,2.0,6.0,0.0
Maurice Carter,196.0,95.0,Louisiana State University,1976.0,20.0,220.0,22.0,70.0,32.0,40.0,8.0,22.0,14.0,48.0,4.0,18.0,22.0,8.0,0.0,0.0,18.0,20.0,84.0
Maurice Cheeks,185.0,81.0,West Texas A&M University,1956.0,707.0,22460.0,3112.0,6046.0,1559.0,1899.0,34.0,155.0,3078.0,5891.0,410.0,1483.0,1893.0,4610.0,1320.0,137.0,1261.0,1085.0,7817.0
Maurice Evans,196.0,99.0,University of Texas at Austin,1978.0,710.0,14187.0,1868.0,4200.0,574.0,731.0,562.0,1548.0,1306.0,2652.0,703.0,1055.0,1758.0,546.0,374.0,112.0,351.0,1227.0,4872.0
Maurice Harkless,206.0,97.0,St. John's University,1993.0,356.0,8278.0,1056.0,2240.0,326.0,547.0,208.0,661.0,848.0,1579.0,455.0,871.0,1326.0,311.0,351.0,226.0,329.0,688.0,2646.0
Maurice Lucas,206.0,97.0,Marquette University,1952.0,276.0,5731.0,991.0,2141.0,589.0,765.0,1.0,14.0,990.0,2127.0,491.0,1254.0,1745.0,388.0,151.0,72.0,420.0,795.0,2572.0
Maurice Martin,198.0,90.0,Saint Joseph's University,1964.0,69.0,422.0,74.0,196.0,52.0,87.0,4.0,19.0,70.0,177.0,25.0,40.0,65.0,49.0,19.0,9.0,43.0,69.0,204.0
Maurice Ndour,206.0,90.0,Ohio University,1992.0,32.0,331.0,39.0,86.0,19.0,26.0,1.0,7.0,38.0,79.0,22.0,42.0,64.0,8.0,15.0,8.0,12.0,30.0,98.0
Maurice Taylor,206.0,117.0,University of Michigan,1976.0,599.0,14660.0,2674.0,5744.0,1005.0,1427.0,8.0,42.0,2666.0,5702.0,858.0,1851.0,2709.0,690.0,273.0,279.0,1067.0,1783.0,6361.0
McKinley Singleton,196.0,79.0,University of Alabama at Birmingham,1961.0,2.0,10.0,2.0,3.0,0.0,0.0,0.0,1.0,2.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0
Mehmet Okur,211.0,112.0,,1979.0,634.0,18429.0,3028.0,6615.0,1909.0,2396.0,596.0,1590.0,2432.0,5025.0,1261.0,3175.0,4436.0,1089.0,329.0,453.0,991.0,1815.0,8561.0
Mel McCants,203.0,108.0,Purdue University,1967.0,13.0,65.0,8.0,26.0,6.0,8.0,0.0,0.0,8.0,26.0,1.0,5.0,6.0,2.0,3.0,1.0,1.0,11.0,22.0
Melvin Booker,185.0,83.0,University of Missouri,1972.0,53.0,991.0,108.0,260.0,45.0,51.0,27.0,93.0,81.0,167.0,15.0,52.0,67.0,127.0,11.0,5.0,66.0,74.0,288.0
Melvin Ely,208.0,117.0,"California State University, Fresno",1978.0,405.0,6314.0,812.0,1782.0,457.0,729.0,0.0,3.0,812.0,1779.0,463.0,805.0,1268.0,279.0,105.0,217.0,420.0,816.0,2081.0
Melvin Newbern,193.0,90.0,University of Minnesota,1967.0,33.0,311.0,42.0,113.0,34.0,60.0,1.0,8.0,41.0,105.0,19.0,18.0,37.0,57.0,23.0,1.0,32.0,42.0,119.0
Melvin Sanders,196.0,95.0,Oklahoma State University,1981.0,16.0,113.0,16.0,33.0,7.0,10.0,2.0,3.0,14.0,30.0,4.0,19.0,23.0,3.0,5.0,0.0,8.0,20.0,41.0
Melvin Turpin,211.0,108.0,University of Kentucky,1960.0,361.0,6871.0,1297.0,2513.0,476.0,613.0,1.0,9.0,1296.0,2504.0,575.0,1080.0,1655.0,183.0,155.0,348.0,431.0,853.0,3071.0
Mengke Bateer,211.0,131.0,,1975.0,46.0,494.0,61.0,156.0,29.0,39.0,5.0,15.0,56.0,141.0,39.0,75.0,114.0,27.0,11.0,5.0,40.0,118.0,156.0
Metta World,190.0,81.0,,1974.0,1102.0,35289.0,5285.0,12769.0,2914.0,4105.0,1285.0,3825.0,4000.0,8944.0,1307.0,3698.0,5005.0,2961.0,1983.0,602.0,2040.0,2967.0,14769.0
Meyers Leonard,216.0,111.0,University of Illinois at Urbana-Champaign,1992.0,299.0,4963.0,658.0,1426.0,188.0,228.0,210.0,566.0,448.0,860.0,230.0,936.0,1166.0,246.0,49.0,103.0,215.0,712.0,1714.0
Michael Adams,178.0,73.0,Boston College,1963.0,653.0,20446.0,3257.0,7849.0,2158.0,2543.0,949.0,2857.0,2308.0,4992.0,416.0,1484.0,1900.0,4209.0,1081.0,67.0,1402.0,1193.0,9621.0
Michael Anderson,180.0,83.0,Drexel University,1966.0,36.0,730.0,73.0,175.0,57.0,82.0,1.0,7.0,72.0,168.0,44.0,45.0,89.0,153.0,44.0,3.0,84.0,64.0,204.0
Michael Ansley,201.0,102.0,University of Alabama,1967.0,159.0,2188.0,391.0,764.0,265.0,366.0,0.0,0.0,391.0,764.0,313.0,314.0,627.0,69.0,51.0,24.0,88.0,291.0,1047.0
Michael Beasley,206.0,106.0,Kansas State University,1989.0,509.0,11973.0,2604.0,5684.0,949.0,1252.0,254.0,732.0,2350.0,4952.0,554.0,1833.0,2387.0,640.0,301.0,261.0,855.0,1107.0,6411.0
Michael Bradley,208.0,111.0,Villanova University,1979.0,207.0,2233.0,240.0,496.0,49.0,98.0,2.0,15.0,238.0,481.0,237.0,405.0,642.0,99.0,29.0,49.0,125.0,226.0,531.0
Michael Brooks,201.0,99.0,La Salle University,1958.0,26.0,281.0,33.0,86.0,10.0,14.0,0.0,0.0,33.0,86.0,28.0,44.0,72.0,24.0,13.0,1.0,23.0,40.0,76.0
Michael Cage,206.0,101.0,San Diego State University,1962.0,1140.0,29716.0,3317.0,6445.0,1644.0,2476.0,0.0,25.0,3317.0,6420.0,3227.0,5419.0,8646.0,1057.0,1050.0,725.0,1161.0,2581.0,8278.0
Michael Carter-Williams,198.0,86.0,Syracuse University,1991.0,301.0,9207.0,1518.0,3753.0,826.0,1188.0,157.0,633.0,1361.0,3120.0,301.0,1270.0,1571.0,1719.0,470.0,167.0,972.0,811.0,4019.0
Michael Cooper,196.0,77.0,University of New Mexico,1956.0,467.0,12298.0,1465.0,3404.0,649.0,751.0,374.0,1062.0,1091.0,2342.0,300.0,1099.0,1399.0,2086.0,465.0,229.0,695.0,1173.0,3953.0
Michael Curry,196.0,95.0,Georgia Southern University,1968.0,713.0,13991.0,1167.0,2609.0,764.0,934.0,99.0,318.0,1068.0,2291.0,225.0,905.0,1130.0,831.0,357.0,68.0,483.0,1615.0,3197.0
Michael Dickerson,196.0,86.0,University of Arizona,1975.0,212.0,7490.0,1219.0,2824.0,531.0,677.0,288.0,717.0,931.0,2107.0,178.0,431.0,609.0,553.0,213.0,85.0,407.0,551.0,3257.0
Michael Doleac,211.0,118.0,University of Utah,1977.0,659.0,9818.0,1386.0,3160.0,434.0,544.0,1.0,8.0,1385.0,3152.0,670.0,1550.0,2220.0,387.0,223.0,245.0,424.0,1457.0,3207.0
Michael Finley,201.0,97.0,University of Wisconsin,1973.0,1232.0,41495.0,7252.0,16350.0,2666.0,3292.0,1587.0,4242.0,5665.0,12108.0,1215.0,4032.0,5247.0,3512.0,1074.0,353.0,1814.0,1983.0,18757.0
Michael Gbinije,201.0,90.0,Syracuse University,1992.0,9.0,32.0,1.0,10.0,2.0,2.0,0.0,4.0,1.0,6.0,2.0,1.0,3.0,2.0,0.0,0.0,0.0,2.0,4.0
Michael Hawkins,183.0,80.0,Xavier University,1972.0,75.0,641.0,49.0,130.0,16.0,20.0,18.0,59.0,31.0,71.0,21.0,47.0,68.0,117.0,21.0,2.0,50.0,69.0,132.0
Michael Jackson,201.0,97.0,"California State University, Los Angeles",1949.0,89.0,888.0,76.0,206.0,27.0,40.0,9.0,33.0,67.0,173.0,20.0,50.0,70.0,198.0,28.0,5.0,66.0,96.0,188.0
Michael Jordan*,198.0,88.0,University of North Carolina,1963.0,1072.0,41011.0,12192.0,24537.0,7327.0,8772.0,581.0,1778.0,11611.0,22759.0,1668.0,5004.0,6672.0,5633.0,2514.0,893.0,2924.0,2783.0,32292.0
Michael Kidd-Gilchrist,201.0,105.0,University of Kentucky,1993.0,283.0,7668.0,1000.0,2127.0,575.0,808.0,7.0,34.0,993.0,2093.0,517.0,1288.0,1805.0,369.0,211.0,227.0,288.0,620.0,2582.0
Michael McDonald,208.0,105.0,University of New Orleans,1969.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,1.0,0.0
Michael Olowokandi,213.0,122.0,University of the Pacific,1975.0,548.0,14048.0,1895.0,4349.0,583.0,983.0,0.0,0.0,1895.0,4349.0,1001.0,2633.0,3634.0,350.0,248.0,730.0,953.0,1640.0,4373.0
Michael Phelps,193.0,81.0,Alcorn State University,1961.0,132.0,1372.0,195.0,469.0,78.0,122.0,2.0,22.0,193.0,447.0,45.0,96.0,141.0,138.0,71.0,3.0,96.0,147.0,470.0
Michael Redd,198.0,99.0,Ohio State University,1979.0,629.0,20104.0,4207.0,9405.0,2513.0,2998.0,1045.0,2751.0,3162.0,6654.0,622.0,1789.0,2411.0,1338.0,579.0,66.0,963.0,1002.0,11972.0
Michael Ruffin,206.0,111.0,University of Tulsa,1977.0,414.0,5966.0,258.0,634.0,200.0,436.0,0.0,3.0,258.0,631.0,729.0,903.0,1632.0,250.0,199.0,193.0,273.0,942.0,716.0
Michael Smith,208.0,102.0,Brigham Young University,1965.0,638.0,12933.0,1337.0,2581.0,792.0,1407.0,10.0,68.0,1327.0,2513.0,1316.0,2395.0,3711.0,891.0,423.0,268.0,686.0,1351.0,3476.0
Michael Stewart,208.0,104.0,University of California,1975.0,311.0,3450.0,251.0,568.0,134.0,255.0,0.0,0.0,251.0,568.0,357.0,579.0,936.0,88.0,58.0,288.0,145.0,591.0,636.0
Michael Wilson,193.0,79.0,Marquette University,1959.0,52.0,624.0,78.0,174.0,58.0,76.0,0.0,0.0,78.0,174.0,30.0,40.0,70.0,84.0,30.0,10.0,50.0,62.0,214.0
Michael Young,201.0,99.0,University of Houston,1961.0,49.0,472.0,94.0,202.0,27.0,38.0,8.0,27.0,86.0,175.0,37.0,51.0,88.0,24.0,25.0,3.0,15.0,47.0,223.0
Micheal Ray,198.0,85.0,,1955.0,129.0,4731.0,986.0,2131.0,381.0,492.0,33.0,142.0,953.0,1989.0,233.0,474.0,707.0,1009.0,368.0,33.0,399.0,440.0,2386.0
Micheal Williams,188.0,82.0,Lincoln University of Missouri,1945.0,441.0,10732.0,1530.0,3289.0,1581.0,1826.0,48.0,214.0,1482.0,3075.0,312.0,770.0,1082.0,2466.0,739.0,96.0,971.0,1112.0,4689.0
Mickael Gelabale,201.0,97.0,,1983.0,145.0,2348.0,263.0,560.0,101.0,124.0,43.0,136.0,220.0,424.0,107.0,223.0,330.0,115.0,50.0,35.0,92.0,186.0,670.0
Mickael Pietrus,198.0,97.0,,1982.0,614.0,13057.0,1768.0,4186.0,739.0,1110.0,764.0,2146.0,1004.0,2040.0,455.0,1394.0,1849.0,478.0,400.0,251.0,615.0,1371.0,5039.0
Mickell Gladness,211.0,99.0,Alabama A&M University,1986.0,52.0,504.0,50.0,118.0,12.0,24.0,0.0,0.0,50.0,118.0,28.0,88.0,116.0,10.0,8.0,40.0,14.0,64.0,112.0
Mickey Johnson,208.0,86.0,Aurora University,1952.0,145.0,3139.0,518.0,1221.0,443.0,549.0,12.0,54.0,506.0,1167.0,247.0,481.0,728.0,366.0,137.0,60.0,307.0,469.0,1491.0
Mike Batiste,203.0,102.0,Arizona State University,1977.0,75.0,1248.0,197.0,467.0,69.0,88.0,18.0,81.0,179.0,386.0,82.0,175.0,257.0,52.0,42.0,16.0,69.0,120.0,481.0
Mike Bibby,185.0,86.0,University of Arizona,1978.0,1129.0,37820.0,5906.0,13591.0,2478.0,3105.0,1763.0,4595.0,4143.0,8996.0,562.0,2896.0,3458.0,6072.0,1276.0,162.0,2354.0,2203.0,16053.0
Mike Bratz,188.0,83.0,Stanford University,1955.0,89.0,1015.0,132.0,320.0,83.0,100.0,10.0,40.0,122.0,280.0,13.0,68.0,81.0,161.0,60.0,4.0,71.0,119.0,357.0
Mike Brittain,213.0,106.0,University of South Carolina,1963.0,38.0,248.0,26.0,52.0,11.0,21.0,0.0,0.0,26.0,52.0,12.0,41.0,53.0,7.0,4.0,12.0,22.0,57.0,63.0
