Player,height,weight,collage,born,G,MP,FG,FGA,FT,FTA,3P,3PA,2P,2PA,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
Lance Thomas,203.0,106.0,Duke University,1988.0,335.0,6579.0,742.0,1751.0,386.0,493.0,96.0,239.0,646.0,1512.0,291.0,620.0,911.0,258.0,138.0,42.0,270.0,556.0,1966.0
Landry Fields,201.0,95.0,Stanford University,1988.0,255.0,6010.0,684.0,1446.0,243.0,365.0,120.0,361.0,564.0,1085.0,248.0,844.0,1092.0,419.0,212.0,45.0,270.0,310.0,1731.0
Langston Galloway,188.0,90.0,Saint Joseph's University,1991.0,275.0,6480.0,849.0,2189.0,251.0,320.0,379.0,1016.0,470.0,1173.0,134.0,656.0,790.0,543.0,221.0,46.0,214.0,498.0,2328.0
Lari Ketner,206.0,125.0,University of Massachusetts Amherst,1977.0,47.0,271.0,26.0,64.0,16.0,24.0,0.0,0.0,26.0,64.0,24.0,44.0,68.0,3.0,8.0,6.0,22.0,40.0,68.0
Laron Profit,196.0,92.0,University of Maryland,1977.0,135.0,1537.0,173.0,413.0,74.0,104.0,21.0,89.0,152.0,324.0,52.0,157.0,209.0,166.0,70.0,25.0,116.0,138.0,441.0
Larry Bird*,206.0,99.0,Indiana State University,1956.0,498.0,19316.0,4963.0,9931.0,2323.0,2564.0,520.0,1308.0,4443.0,8623.0,776.0,3948.0,4724.0,3449.0,817.0,433.0,1533.0,1123.0,12769.0
Larry Drew,185.0,77.0,University of Missouri,1958.0,421.0,9982.0,1700.0,3658.0,569.0,714.0,105.0,361.0,1595.0,3297.0,129.0,529.0,658.0,1911.0,352.0,17.0,784.0,647.0,4074.0
Larry Hughes,196.0,83.0,Saint Louis University,1979.0,977.0,29306.0,4863.0,12091.0,2882.0,3786.0,738.0,2347.0,4125.0,9744.0,929.0,2990.0,3919.0,2932.0,1430.0,329.0,2011.0,2141.0,13346.0
Larry Johnson,190.0,92.0,University of Kentucky,1954.0,707.0,25685.0,4401.0,9086.0,2281.0,2978.0,367.0,1104.0,4034.0,7982.0,1794.0,3506.0,5300.0,2298.0,515.0,258.0,1435.0,1893.0,11450.0
Larry Krystkowiak,206.0,99.0,University of Montana,1964.0,420.0,9097.0,1294.0,2830.0,832.0,1046.0,5.0,36.0,1289.0,2794.0,643.0,1408.0,2051.0,513.0,264.0,62.0,522.0,1048.0,3425.0
Larry Micheaux,206.0,99.0,University of Houston,1960.0,114.0,1130.0,182.0,314.0,58.0,86.0,0.0,6.0,182.0,308.0,124.0,162.0,286.0,60.0,40.0,42.0,72.0,150.0,422.0
Larry Nance,208.0,92.0,Clemson University,1959.0,869.0,28789.0,5789.0,10696.0,2817.0,3653.0,20.0,96.0,5769.0,10600.0,2152.0,4844.0,6996.0,2247.0,844.0,1787.0,1492.0,2521.0,14415.0
Larry Owens,201.0,95.0,Oral Roberts University,1983.0,31.0,361.0,34.0,75.0,11.0,22.0,14.0,31.0,20.0,44.0,4.0,39.0,43.0,20.0,18.0,11.0,12.0,46.0,93.0
Larry Robinson,190.0,81.0,Centenary College of Louisiana,1968.0,159.0,2259.0,282.0,732.0,80.0,117.0,94.0,251.0,188.0,481.0,113.0,192.0,305.0,153.0,100.0,7.0,118.0,202.0,738.0
Larry Sanders,211.0,106.0,Virginia Commonwealth University,1988.0,238.0,4635.0,669.0,1395.0,182.0,329.0,0.0,5.0,669.0,1390.0,475.0,870.0,1345.0,174.0,152.0,429.0,224.0,666.0,1520.0
Larry Smith,203.0,97.0,Alcorn State University,1958.0,603.0,14564.0,1571.0,2995.0,454.0,903.0,0.0,6.0,1571.0,2989.0,2198.0,2963.0,5161.0,647.0,467.0,298.0,822.0,1899.0,3596.0
Larry Spriggs,201.0,104.0,Howard University,1959.0,118.0,1763.0,282.0,546.0,150.0,195.0,0.0,4.0,282.0,542.0,105.0,203.0,308.0,181.0,65.0,22.0,169.0,273.0,714.0
Larry Stewart,203.0,99.0,Coppin State University,1968.0,270.0,5415.0,765.0,1503.0,466.0,619.0,9.0,44.0,756.0,1459.0,444.0,633.0,1077.0,338.0,147.0,106.0,346.0,580.0,2005.0
Larry Sykes,206.0,115.0,Xavier University,1973.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0
Latrell Sprewell,196.0,86.0,University of Alabama,1970.0,913.0,35270.0,6076.0,14294.0,3456.0,4298.0,1104.0,3272.0,4972.0,11022.0,770.0,2954.0,3724.0,3664.0,1294.0,399.0,2450.0,1689.0,16712.0
Lavor Postell,196.0,97.0,St. John's University,1978.0,61.0,446.0,59.0,176.0,66.0,83.0,11.0,44.0,48.0,132.0,11.0,34.0,45.0,13.0,12.0,2.0,35.0,28.0,195.0
Lavoy Allen,206.0,117.0,Temple University,1989.0,453.0,7977.0,962.0,2058.0,222.0,327.0,4.0,28.0,958.0,2030.0,834.0,1321.0,2155.0,455.0,144.0,247.0,301.0,832.0,2150.0
Lawrence Funderburke,206.0,104.0,Ohio State University,1970.0,318.0,4726.0,812.0,1606.0,405.0,600.0,2.0,17.0,810.0,1589.0,447.0,695.0,1142.0,183.0,94.0,100.0,225.0,360.0,2031.0
Lawrence Moten,196.0,83.0,Syracuse University,1972.0,119.0,1814.0,286.0,701.0,116.0,178.0,59.0,197.0,227.0,504.0,80.0,101.0,181.0,182.0,77.0,32.0,126.0,143.0,747.0
Lawrence Roberts,206.0,108.0,Mississippi State University,1982.0,87.0,1150.0,114.0,252.0,106.0,154.0,0.0,4.0,114.0,248.0,127.0,183.0,310.0,35.0,44.0,15.0,41.0,163.0,334.0
Lazar Hayward,198.0,102.0,Marquette University,1986.0,72.0,591.0,70.0,202.0,46.0,60.0,21.0,78.0,49.0,124.0,25.0,65.0,90.0,35.0,17.0,8.0,28.0,65.0,207.0
Lazaro Borrell,203.0,99.0,,1972.0,17.0,167.0,28.0,63.0,6.0,11.0,0.0,3.0,28.0,60.0,14.0,26.0,40.0,10.0,6.0,3.0,6.0,9.0,62.0
LeBron James,203.0,113.0,,1984.0,1061.0,41272.0,10423.0,20803.0,6474.0,8752.0,1467.0,4295.0,8956.0,16508.0,1289.0,6418.0,7707.0,7461.0,1749.0,817.0,3619.0,1977.0,28787.0
LeRon Ellis,208.0,95.0,St. John's University,1940.0,91.0,857.0,110.0,254.0,57.0,93.0,0.0,0.0,110.0,254.0,87.0,133.0,220.0,29.0,25.0,37.0,35.0,105.0,277.0
Leandro Barbosa,190.0,87.0,,1982.0,914.0,19768.0,3674.0,8046.0,1342.0,1635.0,1053.0,2726.0,2621.0,5320.0,352.0,1496.0,1848.0,1871.0,749.0,128.0,1155.0,1786.0,9743.0
Ledell Eackles,196.0,99.0,University of New Orleans,1966.0,441.0,8917.0,1810.0,4071.0,1026.0,1338.0,137.0,408.0,1673.0,3663.0,362.0,617.0,979.0,740.0,249.0,31.0,600.0,794.0,4783.0
Lee Mayberry,185.0,78.0,University of Arkansas,1970.0,496.0,10337.0,950.0,2287.0,267.0,405.0,379.0,1006.0,571.0,1281.0,142.0,500.0,642.0,1767.0,352.0,43.0,591.0,865.0,2546.0
Lee Nailon,206.0,107.0,Texas Christian University,1975.0,363.0,6600.0,1268.0,2693.0,426.0,540.0,1.0,12.0,1267.0,2681.0,443.0,636.0,1079.0,336.0,148.0,61.0,365.0,689.0,2963.0
Leo Rautins,203.0,97.0,Syracuse University,1960.0,4.0,12.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,3.0,0.0,0.0,1.0,3.0,0.0
Leon Powe,203.0,108.0,University of California,1984.0,269.0,3648.0,549.0,1071.0,544.0,811.0,0.0,7.0,549.0,1064.0,404.0,570.0,974.0,85.0,79.0,86.0,201.0,547.0,1642.0
Leon Smith,208.0,106.0,,1980.0,15.0,104.0,11.0,28.0,11.0,17.0,0.0,0.0,11.0,28.0,11.0,22.0,33.0,3.0,5.0,1.0,3.0,13.0,33.0
Leon Wood,190.0,83.0,"California State University, Fullerton",1962.0,394.0,6638.0,918.0,2303.0,572.0,725.0,266.0,771.0,652.0,1532.0,116.0,347.0,463.0,1223.0,187.0,5.0,379.0,409.0,2674.0
Leonard Taylor,203.0,99.0,University of California,1966.0,10.0,37.0,0.0,6.0,11.0,16.0,0.0,1.0,0.0,5.0,4.0,8.0,12.0,1.0,0.0,0.0,5.0,4.0,11.0
Les Jepsen,213.0,107.0,University of Iowa,1967.0,52.0,192.0,20.0,60.0,13.0,20.0,0.0,2.0,20.0,58.0,29.0,38.0,67.0,2.0,2.0,8.0,6.0,33.0,53.0
Lester Conner,193.0,81.0,Oregon State University,1959.0,604.0,11989.0,1230.0,2792.0,840.0,1100.0,21.0,104.0,1209.0,2688.0,453.0,994.0,1447.0,2180.0,892.0,47.0,730.0,794.0,3321.0
Lester Hudson,190.0,86.0,University of Tennessee at Martin,1984.0,98.0,1059.0,178.0,468.0,95.0,116.0,49.0,181.0,129.0,287.0,30.0,111.0,141.0,120.0,54.0,14.0,102.0,90.0,500.0
Lewis Lloyd,198.0,92.0,Drake University,1959.0,238.0,5506.0,1274.0,2404.0,443.0,574.0,6.0,30.0,1268.0,2374.0,282.0,357.0,639.0,692.0,200.0,57.0,463.0,505.0,2997.0
Linas Kleiza,203.0,111.0,University of Missouri,1985.0,409.0,8185.0,1268.0,2912.0,638.0,836.0,387.0,1154.0,881.0,1758.0,388.0,1082.0,1470.0,321.0,159.0,73.0,409.0,886.0,3561.0
Lindsey Hunter,188.0,77.0,Jackson State University,1970.0,937.0,23253.0,2970.0,7663.0,941.0,1261.0,1075.0,2984.0,1895.0,4679.0,438.0,1583.0,2021.0,2506.0,1120.0,165.0,1159.0,1857.0,7956.0
Linton Johnson,203.0,92.0,Tulane University,1980.0,205.0,2753.0,313.0,753.0,92.0,132.0,47.0,146.0,266.0,607.0,207.0,430.0,637.0,85.0,97.0,76.0,135.0,350.0,765.0
Linton Townes,201.0,86.0,James Madison University,1959.0,1.0,8.0,0.0,6.0,2.0,2.0,0.0,0.0,0.0,6.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0
Lionel Chalmers,183.0,81.0,Xavier University,1980.0,36.0,433.0,42.0,125.0,15.0,24.0,12.0,49.0,30.0,76.0,4.0,27.0,31.0,51.0,13.0,0.0,24.0,30.0,111.0
Lionel Hollins,190.0,83.0,Arizona State University,1953.0,80.0,1950.0,249.0,540.0,108.0,136.0,3.0,13.0,246.0,527.0,33.0,140.0,173.0,417.0,78.0,10.0,170.0,187.0,609.0
Lionel Simmons,201.0,95.0,La Salle University,1968.0,454.0,13472.0,2242.0,5179.0,1306.0,1694.0,43.0,141.0,2199.0,5038.0,798.0,2035.0,2833.0,1498.0,514.0,361.0,982.0,1106.0,5833.0
Litterial Green,185.0,83.0,University of Georgia,1970.0,148.0,1189.0,144.0,343.0,133.0,200.0,2.0,26.0,142.0,317.0,24.0,51.0,75.0,182.0,49.0,6.0,78.0,124.0,423.0
Lloyd Daniels,201.0,92.0,Mount San Antonio College,1967.0,252.0,4463.0,669.0,1701.0,180.0,239.0,199.0,651.0,470.0,1050.0,231.0,315.0,546.0,378.0,134.0,74.0,256.0,379.0,1717.0
Logan Vander,203.0,97.0,University of Wisconsin-Green Bay,1971.0,15.0,31.0,3.0,14.0,3.0,4.0,0.0,5.0,3.0,9.0,1.0,5.0,6.0,1.0,0.0,0.0,0.0,4.0,9.0
Lonnie Shelton,203.0,108.0,Oregon State University,1955.0,101.0,1926.0,250.0,551.0,65.0,93.0,0.0,7.0,250.0,544.0,120.0,290.0,410.0,157.0,65.0,22.0,122.0,315.0,565.0
Lonny Baxter,203.0,117.0,University of Maryland,1979.0,265.0,3050.0,395.0,843.0,214.0,327.0,2.0,8.0,393.0,835.0,287.0,494.0,781.0,64.0,65.0,96.0,166.0,503.0,1006.0
Loren Meyer,208.0,116.0,Iowa State University,1972.0,194.0,2752.0,368.0,846.0,163.0,232.0,12.0,30.0,356.0,816.0,224.0,401.0,625.0,96.0,42.0,65.0,195.0,496.0,911.0
Loren Woods,216.0,111.0,University of Arizona,1978.0,215.0,2428.0,208.0,496.0,138.0,215.0,1.0,7.0,207.0,489.0,263.0,419.0,682.0,74.0,55.0,128.0,138.0,278.0,555.0
Lorenzen Wright,188.0,92.0,Colorado State University,1945.0,796.0,18696.0,2562.0,5594.0,1080.0,1676.0,2.0,29.0,2560.0,5565.0,1696.0,3285.0,4981.0,626.0,474.0,575.0,881.0,2307.0,6206.0
Lorenzo Brown,196.0,85.0,North Carolina State University,1990.0,63.0,834.0,86.0,233.0,24.0,36.0,10.0,66.0,76.0,167.0,22.0,83.0,105.0,142.0,44.0,10.0,55.0,72.0,206.0
Lorenzo Charles,201.0,102.0,North Carolina State University,1963.0,36.0,273.0,49.0,88.0,24.0,36.0,0.0,0.0,49.0,88.0,13.0,26.0,39.0,8.0,2.0,6.0,18.0,37.0,122.0
Lorenzo Romar,185.0,79.0,University of Washington,1958.0,18.0,102.0,6.0,32.0,10.0,10.0,0.0,6.0,6.0,26.0,0.0,0.0,0.0,24.0,8.0,0.0,10.0,14.0,22.0
Lorenzo Williams,206.0,90.0,Stetson University,1969.0,318.0,6430.0,404.0,867.0,95.0,250.0,0.0,3.0,404.0,864.0,805.0,1070.0,1875.0,277.0,157.0,413.0,266.0,853.0,903.0
Lou Amundson,206.0,99.0,"University of Nevada, Las Vegas",1982.0,550.0,7090.0,811.0,1751.0,331.0,760.0,0.0,4.0,811.0,1747.0,827.0,1171.0,1998.0,278.0,200.0,389.0,399.0,1078.0,1953.0
Lou Roe,201.0,99.0,University of Massachusetts Amherst,1972.0,66.0,479.0,46.0,138.0,33.0,51.0,5.0,20.0,41.0,118.0,37.0,55.0,92.0,21.0,13.0,9.0,28.0,52.0,130.0
Lou Williams,206.0,90.0,Stetson University,1969.0,863.0,20430.0,3628.0,8666.0,3078.0,3694.0,1112.0,3193.0,2516.0,5473.0,309.0,1531.0,1840.0,2514.0,772.0,159.0,1308.0,1155.0,11446.0
Louis Orr,203.0,79.0,Syracuse University,1958.0,247.0,6309.0,884.0,1946.0,613.0,800.0,2.0,20.0,882.0,1926.0,409.0,560.0,969.0,432.0,214.0,71.0,340.0,522.0,2383.0
Loy Vaught,206.0,104.0,University of Michigan,1968.0,740.0,17542.0,3141.0,6243.0,849.0,1182.0,21.0,86.0,3120.0,6157.0,1533.0,3521.0,5054.0,675.0,531.0,235.0,848.0,1698.0,7152.0
Luc Longley,218.0,120.0,University of New Mexico,1969.0,643.0,13508.0,1904.0,4112.0,810.0,1072.0,0.0,6.0,1904.0,4106.0,1001.0,2226.0,3227.0,945.0,323.0,628.0,1061.0,1946.0,4618.0
Luc Mbah,201.0,99.0,,1984.0,685.0,15391.0,1596.0,3533.0,781.0,1183.0,146.0,455.0,1450.0,3078.0,996.0,1759.0,2755.0,567.0,567.0,251.0,616.0,1202.0,4119.0
Lucas Nogueira,213.0,109.0,,1992.0,92.0,1336.0,133.0,208.0,54.0,86.0,4.0,15.0,129.0,193.0,102.0,198.0,300.0,50.0,66.0,102.0,59.0,172.0,324.0
Lucious Harris,196.0,86.0,"California State University, Long Beach",1970.0,800.0,15701.0,2194.0,5151.0,994.0,1258.0,402.0,1155.0,1792.0,3996.0,554.0,1310.0,1864.0,1130.0,556.0,86.0,594.0,1013.0,5784.0
Luigi Datome,203.0,97.0,,1987.0,76.0,656.0,120.0,275.0,10.0,12.0,43.0,119.0,77.0,156.0,20.0,84.0,104.0,29.0,10.0,15.0,29.0,50.0,293.0
Luis Flores,188.0,90.0,Manhattan College,1981.0,32.0,154.0,28.0,58.0,4.0,4.0,10.0,20.0,18.0,38.0,2.0,4.0,6.0,22.0,4.0,0.0,22.0,18.0,70.0
Luis Montero,201.0,83.0,Westchester CC,1993.0,12.0,42.0,5.0,19.0,3.0,4.0,1.0,9.0,4.0,10.0,0.0,4.0,4.0,1.0,0.0,0.0,4.0,1.0,14.0
Luis Scola,206.0,108.0,,1980.0,743.0,19001.0,3669.0,7442.0,1452.0,1961.0,92.0,271.0,3577.0,7171.0,1335.0,3606.0,4941.0,1194.0,474.0,224.0,1121.0,2037.0,8882.0
Luke Babbitt,206.0,102.0,"University of Nevada, Reno",1989.0,331.0,4617.0,559.0,1378.0,107.0,144.0,334.0,823.0,225.0,555.0,105.0,646.0,751.0,193.0,82.0,51.0,146.0,466.0,1559.0
Luke Harangody,203.0,111.0,University of Notre Dame,1988.0,119.0,1511.0,181.0,477.0,47.0,64.0,37.0,153.0,144.0,324.0,100.0,239.0,339.0,66.0,36.0,37.0,36.0,177.0,446.0
Luke Jackson,206.0,108.0,University of Texas-Pan American,1941.0,86.0,862.0,103.0,278.0,57.0,80.0,37.0,106.0,66.0,172.0,29.0,70.0,99.0,71.0,29.0,4.0,56.0,86.0,300.0
Luke Ridnour,188.0,79.0,University of Oregon,1981.0,891.0,22764.0,3059.0,7130.0,1307.0,1522.0,621.0,1782.0,2438.0,5348.0,386.0,1588.0,1974.0,3889.0,846.0,169.0,1415.0,1871.0,8046.0
Luke Schenscher,216.0,115.0,Georgia Institute of Technology,1982.0,31.0,267.0,23.0,49.0,9.0,20.0,0.0,0.0,23.0,49.0,18.0,36.0,54.0,8.0,3.0,7.0,9.0,46.0,55.0
Luke Walton,203.0,106.0,University of Arizona,1980.0,594.0,10049.0,1074.0,2514.0,367.0,513.0,189.0,578.0,885.0,1936.0,494.0,1143.0,1637.0,1352.0,318.0,103.0,624.0,851.0,2704.0
Luke Zeller,211.0,111.0,University of Notre Dame,1987.0,16.0,58.0,9.0,26.0,0.0,0.0,1.0,5.0,8.0,21.0,1.0,9.0,10.0,3.0,0.0,0.0,0.0,5.0,19.0
Luol Deng,206.0,99.0,Duke University,1985.0,942.0,32749.0,5441.0,11997.0,2630.0,3408.0,701.0,2127.0,4740.0,9870.0,1541.0,4215.0,5756.0,2206.0,926.0,445.0,1558.0,1586.0,14213.0
Luther Head,190.0,83.0,University of Illinois at Urbana-Champaign,1982.0,380.0,8295.0,1080.0,2570.0,360.0,465.0,471.0,1216.0,609.0,1354.0,116.0,781.0,897.0,805.0,271.0,45.0,462.0,547.0,2991.0
Luther Wright,218.0,122.0,Seton Hall University,1971.0,15.0,92.0,8.0,23.0,3.0,4.0,0.0,1.0,8.0,22.0,6.0,4.0,10.0,0.0,1.0,2.0,6.0,21.0,19.0
Lynn Greer,188.0,79.0,Temple University,1979.0,41.0,432.0,61.0,141.0,27.0,32.0,18.0,52.0,43.0,89.0,2.0,25.0,27.0,53.0,17.0,1.0,18.0,32.0,167.0
M.L. Carr,183.0,74.0,,1947.0,47.0,397.0,62.0,149.0,17.0,17.0,9.0,23.0,53.0,126.0,21.0,22.0,43.0,24.0,21.0,6.0,24.0,44.0,150.0
Maalik Wayns,188.0,90.0,Villanova University,1991.0,56.0,413.0,53.0,178.0,34.0,38.0,14.0,62.0,39.0,116.0,2.0,14.0,16.0,56.0,14.0,0.0,30.0,56.0,154.0
Maceo Baston,206.0,97.0,University of Michigan,1975.0,105.0,831.0,106.0,172.0,71.0,96.0,3.0,8.0,103.0,164.0,56.0,119.0,175.0,26.0,24.0,43.0,54.0,140.0,286.0
Maciej Lampe,211.0,124.0,,1985.0,107.0,1040.0,145.0,374.0,40.0,61.0,4.0,12.0,141.0,362.0,65.0,175.0,240.0,35.0,13.0,17.0,55.0,134.0,334.0
Magic Johnson*,201.0,98.0,"University of California, Los Angeles",1956.0,568.0,20614.0,3888.0,7666.0,3492.0,3992.0,303.0,947.0,3585.0,6719.0,769.0,2949.0,3718.0,6814.0,876.0,176.0,2165.0,1140.0,11571.0
Mahmoud Abdul-Rauf,188.0,83.0,"University of California, Los Angeles",1942.0,586.0,15628.0,3514.0,7943.0,1051.0,1161.0,474.0,1339.0,3040.0,6604.0,219.0,868.0,1087.0,2079.0,487.0,46.0,963.0,1106.0,8553.0
Major Jones,206.0,102.0,Albany State University,1953.0,47.0,418.0,48.0,87.0,33.0,51.0,0.0,0.0,48.0,87.0,48.0,80.0,128.0,15.0,9.0,14.0,35.0,58.0,129.0
Makhtar N'Diaye,203.0,111.0,University of North Carolina,1973.0,4.0,27.0,1.0,4.0,3.0,4.0,0.0,0.0,1.0,4.0,3.0,2.0,5.0,1.0,0.0,1.0,1.0,9.0,5.0
Malachi Richardson,198.0,92.0,Syracuse University,1996.0,22.0,198.0,28.0,68.0,15.0,19.0,8.0,28.0,20.0,40.0,3.0,20.0,23.0,11.0,5.0,1.0,8.0,23.0,79.0
Malcolm Brogdon,196.0,97.0,University of Virginia,1992.0,75.0,1982.0,290.0,635.0,109.0,126.0,78.0,193.0,212.0,442.0,47.0,166.0,213.0,317.0,84.0,12.0,113.0,140.0,767.0
Malcolm Delaney,190.0,86.0,Virginia Polytechnic Institute and State University,1989.0,73.0,1248.0,145.0,388.0,75.0,93.0,26.0,110.0,119.0,278.0,11.0,113.0,124.0,193.0,39.0,1.0,95.0,112.0,391.0
Malcolm Lee,196.0,90.0,"University of California, Los Angeles",1990.0,36.0,534.0,52.0,136.0,26.0,37.0,10.0,34.0,42.0,102.0,24.0,41.0,65.0,51.0,20.0,10.0,27.0,52.0,140.0
Malcolm Mackey,206.0,112.0,Georgia Institute of Technology,1970.0,22.0,69.0,14.0,37.0,4.0,8.0,0.0,2.0,14.0,35.0,12.0,12.0,24.0,1.0,0.0,3.0,2.0,9.0,32.0
Malcolm Thomas,206.0,102.0,San Diego State University,1988.0,60.0,449.0,42.0,95.0,20.0,35.0,2.0,15.0,40.0,80.0,37.0,96.0,133.0,20.0,8.0,12.0,37.0,43.0,106.0
Malik Allen,208.0,115.0,Villanova University,1978.0,587.0,8877.0,1280.0,2869.0,302.0,378.0,4.0,18.0,1276.0,2851.0,572.0,1076.0,1648.0,290.0,158.0,273.0,383.0,1099.0,2866.0
Malik Beasley,196.0,88.0,Florida State University,1996.0,22.0,165.0,33.0,73.0,8.0,10.0,9.0,28.0,24.0,45.0,5.0,12.0,17.0,11.0,7.0,0.0,8.0,10.0,83.0
Malik Hairston,198.0,99.0,University of Oregon,1987.0,62.0,472.0,64.0,125.0,19.0,37.0,2.0,12.0,62.0,113.0,24.0,53.0,77.0,29.0,10.0,16.0,23.0,48.0,149.0
Malik Rose,201.0,113.0,Drexel University,1974.0,927.0,15349.0,2035.0,4676.0,1582.0,2129.0,15.0,96.0,2020.0,4580.0,1312.0,2496.0,3808.0,779.0,543.0,312.0,1197.0,2176.0,5667.0
Malik Sealy,203.0,86.0,St. John's University,1970.0,493.0,11720.0,1865.0,4375.0,1067.0,1319.0,158.0,541.0,1707.0,3834.0,505.0,1080.0,1585.0,816.0,518.0,157.0,681.0,1087.0,4955.0
Mamadou N'Diaye,203.0,111.0,University of North Carolina,1973.0,97.0,1224.0,112.0,268.0,136.0,184.0,0.0,1.0,112.0,267.0,131.0,206.0,337.0,8.0,25.0,89.0,58.0,205.0,360.0
Manny Harris,196.0,83.0,University of Michigan,1989.0,93.0,1594.0,199.0,524.0,124.0,168.0,53.0,150.0,146.0,374.0,57.0,196.0,253.0,129.0,48.0,14.0,101.0,104.0,575.0
Manu Ginobili,198.0,92.0,,1977.0,992.0,25560.0,4383.0,9799.0,3270.0,3958.0,1431.0,3863.0,2952.0,5936.0,666.0,2889.0,3555.0,3838.0,1349.0,303.0,2011.0,2086.0,13467.0
Manute Bol,231.0,90.0,University of Bridgeport,1962.0,638.0,11814.0,669.0,1654.0,226.0,403.0,43.0,208.0,626.0,1446.0,599.0,2066.0,2665.0,172.0,128.0,2102.0,456.0,1470.0,1607.0
MarShon Brooks,196.0,90.0,Providence College,1989.0,199.0,3192.0,543.0,1225.0,246.0,330.0,88.0,255.0,455.0,970.0,122.0,290.0,412.0,257.0,114.0,39.0,235.0,251.0,1420.0
Marc Gasol,216.0,115.0,,1985.0,643.0,21721.0,3604.0,7262.0,2268.0,2936.0,116.0,334.0,3488.0,6928.0,1184.0,3709.0,4893.0,2086.0,594.0,971.0,1294.0,1910.0,9592.0
Marc Iavaroni,203.0,95.0,University of Virginia,1956.0,510.0,7575.0,859.0,1882.0,518.0,745.0,0.0,19.0,859.0,1863.0,515.0,1084.0,1599.0,537.0,184.0,153.0,573.0,1175.0,2236.0
Marc Jackson,185.0,81.0,St. John's University,1965.0,490.0,9094.0,1428.0,3213.0,975.0,1198.0,8.0,34.0,1420.0,3179.0,764.0,1236.0,2000.0,369.0,171.0,116.0,562.0,970.0,3839.0
Marcelo Huertas,190.0,90.0,,1983.0,76.0,1106.0,122.0,298.0,36.0,46.0,20.0,80.0,102.0,218.0,20.0,94.0,114.0,234.0,36.0,9.0,99.0,92.0,300.0
Marcin Gortat,211.0,108.0,,1984.0,757.0,19897.0,3350.0,6025.0,1141.0,1668.0,4.0,24.0,3346.0,6001.0,1659.0,4495.0,6154.0,769.0,373.0,895.0,889.0,1696.0,7845.0
Marco Belinelli,196.0,95.0,,1986.0,644.0,14903.0,2204.0,5191.0,948.0,1140.0,853.0,2262.0,1351.0,2929.0,144.0,1177.0,1321.0,1080.0,375.0,44.0,665.0,965.0,6209.0
Marcus Banks,188.0,90.0,"University of Nevada, Las Vegas",1981.0,464.0,7843.0,1067.0,2431.0,610.0,791.0,190.0,566.0,877.0,1865.0,128.0,589.0,717.0,1037.0,345.0,83.0,606.0,927.0,2934.0
Marcus Brown,190.0,83.0,Murray State University,1974.0,27.0,229.0,32.0,84.0,15.0,21.0,13.0,39.0,19.0,45.0,7.0,15.0,22.0,23.0,8.0,2.0,16.0,34.0,92.0
Marcus Camby,211.0,99.0,University of Massachusetts Amherst,1974.0,1106.0,32350.0,4133.0,8865.0,1817.0,2737.0,22.0,100.0,4111.0,8765.0,3017.0,7897.0,10914.0,2130.0,1112.0,2562.0,1510.0,2974.0,10105.0
Marcus Cousin,211.0,111.0,University of Houston,1986.0,4.0,18.0,2.0,3.0,0.0,0.0,0.0,0.0,2.0,3.0,0.0,3.0,3.0,0.0,0.0,1.0,1.0,1.0,4.0
Marcus Fizer,206.0,118.0,Iowa State University,1978.0,289.0,6032.0,1103.0,2536.0,555.0,803.0,21.0,110.0,1082.0,2426.0,375.0,965.0,1340.0,352.0,134.0,81.0,428.0,648.0,2782.0
Marcus Georges-Hunt,196.0,97.0,Georgia Institute of Technology,1994.0,5.0,48.0,2.0,7.0,9.0,10.0,1.0,2.0,1.0,5.0,1.0,8.0,9.0,3.0,1.0,0.0,2.0,5.0,14.0
Marcus Haislip,208.0,104.0,University of Tennessee,1980.0,89.0,854.0,125.0,286.0,54.0,82.0,7.0,20.0,118.0,266.0,51.0,80.0,131.0,16.0,15.0,34.0,39.0,100.0,311.0
Marcus Landry,201.0,104.0,University of Wisconsin,1985.0,36.0,222.0,32.0,86.0,6.0,10.0,18.0,56.0,14.0,30.0,10.0,28.0,38.0,0.0,2.0,4.0,12.0,28.0,88.0
Marcus Liberty,203.0,92.0,University of Illinois at Urbana-Champaign,1968.0,305.0,4853.0,823.0,2000.0,329.0,506.0,76.0,222.0,747.0,1778.0,444.0,542.0,986.0,261.0,200.0,77.0,288.0,529.0,2051.0
Marcus Morris,188.0,88.0,Northwestern University,1925.0,493.0,12440.0,1910.0,4472.0,678.0,970.0,611.0,1711.0,1299.0,2761.0,490.0,1554.0,2044.0,709.0,346.0,124.0,553.0,1015.0,5109.0
Marcus Smart,193.0,99.0,Oklahoma State University,1994.0,207.0,5874.0,628.0,1755.0,414.0,543.0,246.0,845.0,382.0,910.0,215.0,568.0,783.0,757.0,315.0,70.0,329.0,551.0,1916.0
